id,name,calories,Weight,image_url,ingredients,gear,steps,tags,pair_ids,Memo
131,,,,,"ホットケーキミックス100g 砂糖　25g 牛乳　80ml たまご　１個","バーナー（ストーブ＋ガス） メスティン 網（100均に売ってます） アルミカップ カトラリー","（下準備）材料を混ぜて、ジップロックに入れて行っても○ １・メスティンにアルミカップに",,,
132,,,,,"流水麺（うどん） チキンとタイカレー（グリーン）缶 無調整豆乳100ml めんつゆ大１ サラダチキンバー（バジル&オリーブ） ","お皿 シュラカップ（コップでも○） カトラリー","１・流水麺に少量の水をかけてほぐす。（袋の中でほぐしてもOK） ２・グリーンカレーをシュラカップに移し、豆乳、めんつゆを入れて混ぜる。 ３・サラダチキンを食べやすい大きさにカット。 ４・うどんをカレーにつけて食べる！（カレーをかけても○）  辛いのが苦手な人は豆乳を多めに入れても○",,,
133,,,,,"流水麺（そうめん） めんつゆ お好みの具材（梅干し・トマト・オクラ・大葉） めんつゆ 水","お皿 カトラリー","１・流水麺に少量の水をかけてほぐす。（袋の中でほぐしてもOK） ２・具材をトッピング（お好みで） ３・めんつゆをかけ、味の濃さを調整したら完成！  具材を凍らせて持っていくと冷たくておいしい！",,,
134,,,,,"流水麺（そば） 揚げ玉 温泉卵 大根おろしチューブ めんつゆ 水","お皿 カトラリー","（下準備）具材は食べやすい大きさにカット。 １・流水面に少量の水をかけてほぐして、お皿に盛る。 ２・メンツ強加え、味の濃さを調整。 ３・大根おろし、揚げ玉をトッピングしたら、最後に温泉卵を中央に割り入れて完成！",,,
135,,,,,"餃子の皮５〜７枚 ウインナー２本 ピーマン１個 とろけるチーズ3~4枚 ピザソース40g","バーナー（ストーブ＋ガス） フライパン（クッカー） カトラリー （クックパー）","１・ウインナー・ピーマンは食べやすい大きさに切っておく。 ２・フライパンに、餃子の皮を敷く。（くっつきやすい場合は、クックパーを敷こう） ３・ピザソースを前面に塗り、具材を乗せる。一番上にチーズを乗せたら蓋をする。 ４・中火で５分ほど焼き、チーズが溶けたら完成！",,,
136,,,,,"スライス餅 とろけるチーズ２枚 さきいか マヨネーズ かつお節 乾燥ネギ ","バーナー（ストーブ＋ガス） フライパン（クッカー） カトラリー","１・とろけるチーズを半分に割き、フライパンに敷く。 ２・その上にスライス餅を並べる。 ３・マヨネーズを薄く塗り、さきいか、かつお節をちらし、中火にかける。 ４・チーズのジューっという音が無くなったら、ネギをふりかけて完成！",,,
137,,,,,"肉まん（豚まん） 水","バーナー（ストーブ＋ガス） メスティン 網（アルミホイルで代用○）","１・メスティンに網を敷き、水を５mmくらい入れる。（網の足の半分くらい） ２・肉まんを網の上におく。 ３・蓋をして、火にかかる。沸騰してから（湯気が出てから）10分くらい蒸したら出来上がり！  ※敷き紙はとってしまうと網に肉まんがくっついちゃう！無ければクッキングシートを敷こう！",,,
138,,,,,"つぶあんまん 水","バーナー（ストーブ＋ガス） メスティン 網（アルミホイルで代用○）","１・メスティンに網を敷き、水を５mmくらい入れる。（網の足の半分くらい） ２・あんまんを網の上におく。 ３・蓋をして、火にかかる。沸騰してから（湯気が出てから）10分くらい蒸したら出来上がり！  ※敷き紙はとってしまうと網に肉まんがくっついちゃう！無ければクッキングシートを敷こう！",,,
139,,,,,"肉焼売 からし 水","バーナー（ストーブ＋ガス） メスティン 網（100均に売ってます） クッキングシート","１・メスティンに網を敷き、水を５mmくらい入れる。（網の足の半分くらい） ２・クッキングシートを敷き、その上に肉焼売を並べる。 ３・蓋をして、火にかかる。沸騰してから（湯気が出てから）10分くらい蒸したら出来上がり！",,,
140,,,,,"カゴメトマトジュース200ml１本 ベーコン30g 玉ねぎ1/4 パプリカ（赤・黄）各1/4 にんにくチップス3 マカロニ（はや茹でタイプ）20g コンソメ１個 オリーブオイル少々 乾燥パセリ（お好みで）","バーナー（ストーブ＋ガス） クッカー カトラリー","（下準備）ベーコン・野菜類は切ってジップロックに入れておく。 １・オリーブオイルをひいて、具材を炒める。 ２・玉ねぎが半透明になったら、トマトジュースとコンソメを加え、沸騰させる。 ３・沸騰したらマカロニを投入。表記通りの時間煮込む。 ４・お好みでパセリや粉チーズをふって完成！",,,
141,,,,,"サラダチキン 豆乳 乾燥パスタ（ペンネ）70g マッシュルーム 塩・コショウ 乾燥パセリ（お好みで）","バーナー（ストーブ＋ガス） クッカー カトラリー","１・サラダチキンをほぐして、豆乳と一緒にクッカーへ入れる。塩コショウで味付け。 ２・沸騰しない火加減で煮込む。 ３・ペンネ・マッシュルームを入れ、よく混ぜる。 ３・表記通りの時間だけ煮込む。 ４・茹で上がったら、塩コショウで味を整えて、お好みでパセリをふって完成！",,,
142,,,,,"セブン金のハンバーグ トマトジュース さけるチーズ 塩・コショウ ミックスベジタブル60g ブロッコリー","バーナー（ストーブ＋ガス） クッカー カトラリー","１・さけるチーズは輪切りにカット。 ２・ハンバーグをクッカーに入れ、トマトジュースで煮込む。 ３・ハンバーグが温まったら、ミックスベジタブル、ブロッコリー、チーズを入れる。 ４・蓋をして火を止める。余熱でチーズが溶けたら完成！",,,
143,,,,,,,,,,
144,,,,,,,,,,
145,,,,,,,,,,
146,,,,,,,,,,
147,,,,,,,,,,
148,,,,,,,,,,
149,,,,,,,,,,
150,,,,,,,1本100kcalでできてるからカロリー計算もかんたん！,,,
151,,,,,,,ミニは59kcalなんだって〜,,,
152,,,,,ingredients,gear,steps,,,
153,,,,,,,"最寄りのコンビニでGET ※最後のコンビニを逃すな！",,,
154,,,,,,,"最寄りのコンビニでGET ※最後のコンビニを逃すな！",,,
155,,,,,,,"最寄りのコンビニでGET ※但し、早朝深夜はおいてないぞ！ 登山開始前に消費しよう。持ち運びには向いてないぞ",,,
156,,,,,,,,,,
157,,,,,,,,,,
158,,,,,,,,,,
159,,,,,,,,,,
160,,,,,,,,,,
161,,,,,,,,,,
162,,,,,,,,,,
163,,,,,,,,,,
164,,,,,,,,,,
165,,,,,,,,,,
166,,,,,,,麦茶をかけてお茶漬け風もあり⭐︎,,,
167,,,,,,,,,,
168,,,,,,,,,,
169,,,,,,,,,,
170,,,,,,,,,,
171,,,,,,,タンパク質補給に！,,,
172,,,,,,,低カロリーすぎる！,,,
173,,,,,,,湿気には弱いぞ！,,,
174,,,,,,,,,,
175,,,,,,,,,,
176,,,,,,,夏は溶けたら大惨事だ！熱い日はやめておこう！,,,
177,,,,,,,,,,
178,,,,,,,カバンの中で粉々にならないよう気をつけよう,,,
179,,,,,"クーリッシュ（バニラ） お好みのパン バター ","バーナー（ストーブ＋ガス） フライパン（クッカー） カトラリー",,,,
180,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
181,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
182,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
183,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
184,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
185,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
186,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
187,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
188,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
189,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
190,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
191,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",プラスチーズトッピングで600kcalゲット！,,,
192,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
193,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
194,,,,,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",,,,
195,,,,,水（またはお湯）,"バーナー（ストーブ＋ガス） クッカー カトラリー",記載の手順通りに※水多めにすると飲みきれないぞ,,,
196,,,,,水（またはお湯）,"バーナー（ストーブ＋ガス） クッカー カトラリー",記載の手順通りに※水多めにすると飲みきれないぞ,,,
197,,,,,"水（またはお湯） お好みで卵","バーナー（ストーブ＋ガス） クッカー カトラリー",記載の手順通りに※水多めにすると飲みきれないぞ,,,
198,,,,,"袋ラーメン醤油 レトルトの角煮 刻み青ネギ 水（お湯）","バーナー（ストーブ＋ガス） クッカー カトラリー","１・豚の角煮と水を入れて、その上に麺を置いて（割っても○）火にかける。 ２・スープを入れて、ネギを散らせば出来上がり！",,,
199,,,,,"袋ラーメン塩 カニカマ チーズちくわ おしゃぶり梅昆布 水（お湯）","バーナー（ストーブ＋ガス） クッカー カトラリー","１・水（お湯）と昆布とカニカマを入れて火にかける。 ２・沸騰したら、麺入れて（割っても○）茹でる。 ３・ちくわは、茹で上がる２分前に入れて、スープを入れて出来上がり！",,,
200,,,,,"袋ラーメン味噌 ソーセージ5本 冷凍ブロッコリー トマトペースト 水（お湯）","バーナー（ストーブ＋ガス） クッカー カトラリー","１・水（分量＋50~100ml程度）を沸騰させ、ソーセージ、ブロッコリー、トマトペーストを入れる。 ２・麺を入れて、茹でる。 ３・茹で上がったらスープを入れて、少し煮込んで完成！",,,

id,name,calories,image_url,ingredients,gear,steps
1,アイスコーヒーＲ,9,db/seed_images/recipes/1.png,,,"最寄りのコンビニでGET ※最後のコンビニを逃すな！"
2,アイスカフェラテＲ,71,db/seed_images/recipes/2.png,,,"最寄りのコンビニでGET ※最後のコンビニを逃すな！"
3,フライドチキン（骨なし）,251.7,db/seed_images/recipes/3.png,,,"最寄りのコンビニでGET ※但し、早朝深夜はおいてないぞ！ 登山開始前に消費しよう。持ち運びには向いてないぞ"
4,ツナマヨネーズおにぎり,251,db/seed_images/recipes/4.png,,,
5,ミックスサンドウィッチ,287,db/seed_images/recipes/5.png,,,
6,つぶあんぱん,288,db/seed_images/recipes/6.png,,,
7,メロンパン,389,db/seed_images/recipes/7.png,,,
8,ミルクフランス,337,db/seed_images/recipes/8.png,,,
9,メープル＆マーガリンパンケーキ,216,db/seed_images/recipes/9.png,,,
10,たまご蒸しパン,359,db/seed_images/recipes/10.png,,,
11,つぶあんマーガリン,364,db/seed_images/recipes/11.png,,,
12,塩大福,213,db/seed_images/recipes/12.png,,,
13,草もち,185,db/seed_images/recipes/13.png,,,
14,梅おかかおにぎり,169,db/seed_images/recipes/14.png,,,麦茶をかけてお茶漬け風もあり⭐︎
15,塩むずび,173,db/seed_images/recipes/15.png,,,
16,お赤飯むずび,235,db/seed_images/recipes/16.png,,,
17,ゆで卵,65,db/seed_images/recipes/17.png,,,
18,６Pチーズ,51,db/seed_images/recipes/18.png,,,
19,サラダチキンバー60g,59,db/seed_images/recipes/19.png,,,タンパク質補給に！
20,豆腐スイーツバーガトーショコラ,81,db/seed_images/recipes/20.png,,,低カロリーすぎる！
21,ひとくち歌舞伎揚90g,478,db/seed_images/recipes/21.png,,,湿気には弱いぞ！
22,ワッフル,209,db/seed_images/recipes/22.png,,,
23,バームクーヘン,372,db/seed_images/recipes/23.png,,,
24,しみチョコ,459,db/seed_images/recipes/24.png,,,夏は溶けたら大惨事だ！熱い日はやめておこう！
25,芋けんぴ67g,329,db/seed_images/recipes/25.png,,,
26,レーズンサンド3枚,189,db/seed_images/recipes/26.png,,,カバンの中で粉々にならないよう気をつけよう
27,フレンチトースト,370,db/seed_images/recipes/27.png,"クーリッシュ（バニラ） お好みのパン バター ","バーナー（ストーブ＋ガス） フライパン（クッカー） カトラリー",
28,フリーズドライなすのお味噌汁,41,db/seed_images/recipes/28.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
29,フィリーズドライにゅうめん,50,db/seed_images/recipes/29.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
30,フリーズドライシチュー,103,db/seed_images/recipes/30.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
31,フリーズドライ野菜カレー,212,db/seed_images/recipes/31.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
32,フリーズドライ牛とじ丼の具,114,db/seed_images/recipes/32.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
33,アルファ米　白飯,366,db/seed_images/recipes/33.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
34,アルファ米　五目ご飯,377,db/seed_images/recipes/34.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
35,アルファ米　山菜おこわ,361,db/seed_images/recipes/35.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
36,フリーズドライ　豚汁,51,db/seed_images/recipes/36.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
37,カップヌードル,354,db/seed_images/recipes/37.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
38,カップヌードルカレー,422,db/seed_images/recipes/38.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
39,カップヌードルカレーBIG,588,db/seed_images/recipes/39.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",プラスチーズトッピングで600kcalゲット！
40,カップヌードルシーフードミニ,167,db/seed_images/recipes/40.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
41,カレーメシ,462,db/seed_images/recipes/41.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
42,ハヤシメシ,432,db/seed_images/recipes/42.png,お湯（その場で沸かさず持参しても○）,"バーナー（ストーブ＋ガス） コップ（直火可） カトラリー",
43,味噌ラーメン（袋麺）,448,db/seed_images/recipes/43.png,水（またはお湯）,"バーナー（ストーブ＋ガス） クッカー カトラリー",記載の手順通りに※水多めにすると飲みきれないぞ
44,塩ラーメン（袋麺）,455,db/seed_images/recipes/44.png,水（またはお湯）,"バーナー（ストーブ＋ガス） クッカー カトラリー",記載の手順通りに※水多めにすると飲みきれないぞ
45,チキンラーメン（袋麺）,377,db/seed_images/recipes/45.png,"水（またはお湯） お好みで卵","バーナー（ストーブ＋ガス） クッカー カトラリー",記載の手順通りに※水多めにすると飲みきれないぞ
46,豚の角煮ラーメン,805,db/seed_images/recipes/46.png,"袋ラーメン醤油 レトルトの角煮 刻み青ネギ 水（お湯）","バーナー（ストーブ＋ガス） クッカー カトラリー","１・豚の角煮と水を入れて、その上に麺を置いて（割っても○）火にかける。 ２・スープを入れて、ネギを散らせば出来上がり！"
47,海鮮塩ラーメン,623,db/seed_images/recipes/47.png,"袋ラーメン塩 カニカマ チーズちくわ おしゃぶり梅昆布 水（お湯）","バーナー（ストーブ＋ガス） クッカー カトラリー","１・水（お湯）と昆布とカニカマを入れて火にかける。 ２・沸騰したら、麺入れて（割っても○）茹でる。 ３・ちくわは、茹で上がる２分前に入れて、スープを入れて出来上がり！"
48,味噌トマトラーメン,818,db/seed_images/recipes/48.png,"袋ラーメン味噌 ソーセージ5本 冷凍ブロッコリー トマトペースト 水（お湯）","バーナー（ストーブ＋ガス） クッカー カトラリー","１・水（分量＋50~100ml程度）を沸騰させ、ソーセージ、ブロッコリー、トマトペーストを入れる。 ２・麺を入れて、茹でる。 ３・茹で上がったらスープを入れて、少し煮込んで完成！"
49,焼き鳥缶で炊き込みごはん！,659,db/seed_images/recipes/49.png,"無洗米１合 焼き鳥缶（タレ） めんつゆ25cc 刻み葱 水200~220ml ","バーナー（ストーブ＋ガス） メスティン カトラリー ","１・お米を水に浸して浸水３０分〜 ※家でお米を洗って、100均のボトルなどに水と一緒に入れて登山中に浸水してもOK。 その時は分量通りの水を測ると○ ２・お米と水と具材を全部入れて、15〜20分火にかける。沸騰したらとろ火。※吹きこぼれ注意。 ３・火から下ろして、タオルで包む。蓋を下にして10分蒸らす。 　　さっくり混ぜて出来上がり！  ２・のタイミングで人参やしめじを入れても○ マヨネーズや七味をプラスするとさらにうまい！"
50,焼き鮭で炊き込みごはん！,708,db/seed_images/recipes/50.png,"無洗米１合 焼き鮭（コンビニ） 醤油・酒・味醂　大１ 和風だし少々 きんぴらごぼう 水200~220ml","バーナー（ストーブ＋ガス） メスティン カトラリー ","１・お米を水に浸して浸水３０分〜 ※家でお米を洗って、100均のボトルなどに水と一緒に入れて登山中に浸水してもOK。 その時は分量通りの水を測ると○ ２・お米と水と具材を全部入れて、15〜20分火にかける。沸騰したらとろ火。※吹きこぼれ注意。 ３・火から下ろして、タオルで包む。蓋を下にして10分蒸らす。 　　さっくり混ぜて出来上がり！  調味料は、混ぜて容器に入れて持っていくと○ きんぴらごぼうも一緒に"
51,鶏団子の寄せ鍋,570,db/seed_images/recipes/51.png,"プチッと鍋（寄せ鍋） カット野菜１袋 鶏団子 豆腐 油揚げ１枚","バーナー（ストーブ＋ガス） クッカー カトラリー","１・クッカーに水とプチッと鍋を入れる。 ２・具材を入れて、火にかけて火が通ったら出来上がり！  油揚げはハイカロリー！ シメにうどんを入れても○"
52,キムチ鍋,462,db/seed_images/recipes/52.png,"プチッと鍋（キムチ鍋） カット野菜１袋 豆腐 豚バラ100g","バーナー（ストーブ＋ガス） クッカー カトラリー","１・クッカーに水とプチッと鍋を入れる。 ２・具材を入れて、火にかけて火が通ったら出来上がり！  冬におすすめ！はお肉が腐らないように注意！冷凍して持っていこう！ お肉をウインナーなどにアレンジしても○"
53,白菜と豚バラのミルフィーユ,587,db/seed_images/recipes/53.png,"豚バラ150g 白菜 鶏ガラスープの素5g 酒100ml 生姜チューブ 七味","バーナー（ストーブ＋ガス） クッカー カトラリー","１・メスティンに白菜と豚バラを交互に敷き詰める。 ２・鶏ガラスープの素と酒を入れる。 ３・火にかけてメスティンから湯気が出てきたら、蓋を開けて確認。豚肉に火が通っていたら出来上がり！  ＊冬におすすめ！夏はお肉が腐らないように注意！冷凍して持っていこう！"
54,もちザニア！じゃがりこdeラザニア,1012,db/seed_images/recipes/54.png,"じゃがりこ１箱 スライス餅　150g ミートソース　120ml 牛乳　75ml スライスチーズ７枚 ","バーナー（ストーブ＋ガス） メスティン カトラリー ","１・メスティンにじゃがりこを１箱全部敷き詰める。 ２・牛乳をヒタヒタになるくらいまで入れる。 ３・ミートソース→スライス餅→スライスチーズを２〜３回繰り返す。 ５・蓋をして弱火で10分程度火にかけて、出来上がり！※焦げやすいので、弱火で！"
58,もちぜんざい,432,db/seed_images/recipes/55.png,"スライス餅　150g お汁粉（レトルト）","バーナー（ストーブ＋ガス） クッカー カトラリー","１・ぜんざいとスライス餅をクッカーに入れて、弱火にかける。 ２・お餅がやわらかくなったら出来上がり！  食後のデザートにも○"
,蒸しパン,,db/seed_images/recipes/56.png,"ホットケーキミックス100g 砂糖　25g 牛乳　80ml たまご　１個","バーナー（ストーブ＋ガス） メスティン 網（100均に売ってます） アルミカップ カトラリー","（下準備）材料を混ぜて、ジップロックに入れて行っても○ １・メスティンにアルミカップに"
55,グリーンカレーうどん,514,db/seed_images/recipes/57.png,"流水麺（うどん） チキンとタイカレー（グリーン）缶 無調整豆乳100ml めんつゆ大１ サラダチキンバー（バジル&オリーブ） ","お皿 シュラカップ（コップでも○） カトラリー","１・流水麺に少量の水をかけてほぐす。（袋の中でほぐしてもOK） ２・グリーンカレーをシュラカップに移し、豆乳、めんつゆを入れて混ぜる。 ３・サラダチキンを食べやすい大きさにカット。 ４・うどんをカレーにつけて食べる！（カレーをかけても○）  辛いのが苦手な人は豆乳を多めに入れても○"
56,かんたん！冷やしそうめん,267,db/seed_images/recipes/58.png,"流水麺（そうめん） めんつゆ お好みの具材（梅干し・トマト・オクラ・大葉） めんつゆ 水","お皿 カトラリー","１・流水麺に少量の水をかけてほぐす。（袋の中でほぐしてもOK） ２・具材をトッピング（お好みで） ３・めんつゆをかけ、味の濃さを調整したら完成！  具材を凍らせて持っていくと冷たくておいしい！"
57,ぶっかけそば,647,db/seed_images/recipes/59.png,"流水麺（そば） 揚げ玉 温泉卵 大根おろしチューブ めんつゆ 水","お皿 カトラリー","（下準備）具材は食べやすい大きさにカット。 １・流水面に少量の水をかけてほぐして、お皿に盛る。 ２・メンツ強加え、味の濃さを調整。 ３・大根おろし、揚げ玉をトッピングしたら、最後に温泉卵を中央に割り入れて完成！"
,餃子の皮ピザ,443,db/seed_images/recipes/60.png,"餃子の皮５〜７枚 ウインナー２本 ピーマン１個 とろけるチーズ3~4枚 ピザソース40g","バーナー（ストーブ＋ガス） フライパン（クッカー） カトラリー （クックパー）","１・ウインナー・ピーマンは食べやすい大きさに切っておく。 ２・フライパンに、餃子の皮を敷く。（くっつきやすい場合は、クックパーを敷こう） ３・ピザソースを前面に塗り、具材を乗せる。一番上にチーズを乗せたら蓋をする。 ４・中火で５分ほど焼き、チーズが溶けたら完成！"
59,もちピザ,350,db/seed_images/recipes/61.png,"スライス餅 とろけるチーズ２枚 さきいか マヨネーズ かつお節 乾燥ネギ ","バーナー（ストーブ＋ガス） フライパン（クッカー） カトラリー","１・とろけるチーズを半分に割き、フライパンに敷く。 ２・その上にスライス餅を並べる。 ３・マヨネーズを薄く塗り、さきいか、かつお節をちらし、中火にかける。 ４・チーズのジューっという音が無くなったら、ネギをふりかけて完成！"
60,豚まん（肉まん）,210,db/seed_images/recipes/62.png,"肉まん（豚まん） 水","バーナー（ストーブ＋ガス） メスティン 網（アルミホイルで代用○）","１・メスティンに網を敷き、水を５mmくらい入れる。（網の足の半分くらい） ２・肉まんを網の上におく。 ３・蓋をして、火にかかる。沸騰してから（湯気が出てから）10分くらい蒸したら出来上がり！  ※敷き紙はとってしまうと網に肉まんがくっついちゃう！無ければクッキングシートを敷こう！"
61,つぶあんまん,189,db/seed_images/recipes/63.png,"つぶあんまん 水","バーナー（ストーブ＋ガス） メスティン 網（アルミホイルで代用○）","１・メスティンに網を敷き、水を５mmくらい入れる。（網の足の半分くらい） ２・あんまんを網の上におく。 ３・蓋をして、火にかかる。沸騰してから（湯気が出てから）10分くらい蒸したら出来上がり！  ※敷き紙はとってしまうと網に肉まんがくっついちゃう！無ければクッキングシートを敷こう！"
62,肉焼売,252,db/seed_images/recipes/64.png,"肉焼売 からし 水","バーナー（ストーブ＋ガス） メスティン 網（100均に売ってます） クッキングシート","１・メスティンに網を敷き、水を５mmくらい入れる。（網の足の半分くらい） ２・クッキングシートを敷き、その上に肉焼売を並べる。 ３・蓋をして、火にかかる。沸騰してから（湯気が出てから）10分くらい蒸したら出来上がり！"
63,パスタ入りミネストローネ,265,db/seed_images/recipes/65.png,"カゴメトマトジュース200ml１本 ベーコン30g 玉ねぎ1/4 パプリカ（赤・黄）各1/4 にんにくチップス3 マカロニ（はや茹でタイプ）20g コンソメ１個 オリーブオイル少々 乾燥パセリ（お好みで）","バーナー（ストーブ＋ガス） クッカー カトラリー","（下準備）ベーコン・野菜類は切ってジップロックに入れておく。 １・オリーブオイルをひいて、具材を炒める。 ２・玉ねぎが半透明になったら、トマトジュースとコンソメを加え、沸騰させる。 ３・沸騰したらマカロニを投入。表記通りの時間煮込む。 ４・お好みでパセリや粉チーズをふって完成！"
64,サラダチキンの豆乳クリームパスタ,324,db/seed_images/recipes/66.png,"サラダチキン 豆乳 乾燥パスタ（ペンネ）70g マッシュルーム 塩・コショウ 乾燥パセリ（お好みで）","バーナー（ストーブ＋ガス） クッカー カトラリー","１・サラダチキンをほぐして、豆乳と一緒にクッカーへ入れる。塩コショウで味付け。 ２・沸騰しない火加減で煮込む。 ３・ペンネ・マッシュルームを入れ、よく混ぜる。 ３・表記通りの時間だけ煮込む。 ４・茹で上がったら、塩コショウで味を整えて、お好みでパセリをふって完成！"
65,チーズ煮込みハンバーグ,575,db/seed_images/recipes/67.png,"セブン金のハンバーグ トマトジュース さけるチーズ 塩・コショウ ミックスベジタブル60g ブロッコリー","バーナー（ストーブ＋ガス） クッカー カトラリー","１・さけるチーズは輪切りにカット。 ２・ハンバーグをクッカーに入れ、トマトジュースで煮込む。 ３・ハンバーグが温まったら、ミックスベジタブル、ブロッコリー、チーズを入れる。 ４・蓋をして火を止める。余熱でチーズが溶けたら完成！"
66,ガッツギア（アミノバイタル）,200,db/seed_images/recipes/68.png,,,
67,えいようかん,171,db/seed_images/recipes/69.png,,,
68,大粒ラムネ１袋,153,db/seed_images/recipes/70.png,,,
69,柿の種180g６袋,453,db/seed_images/recipes/71.png,,,
70,SOYJOY,146,db/seed_images/recipes/72.png,,,
71,カントリーマアム１枚,48,db/seed_images/recipes/73.png,,,
72,SNICKERS,248,db/seed_images/recipes/74.png,,,
73,カロリーメイト（チーズ）２本,200,db/seed_images/recipes/75.png,,,1本100kcalでできてるからカロリー計算もかんたん！
74,ブラックサンダー１本,111,db/seed_images/recipes/76.png,,,ミニは59kcalなんだって〜